@relation data-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42

@attribute rms numeric
@attribute energy numeric
@attribute spectralCentroid numeric
@attribute spectralSlope numeric
@attribute perceptualSpread numeric
@attribute state {interactive,noninteractive,state}

@data


425.4829228500711,11586285.928770531,0.9174750440480591,0.000002874410595400711,0.6949964572108075,noninteractive
410.0473941616231,10760887.3893592,0.9084704213541489,0.00000287618552689969,0.6993824588607883,noninteractive
441.5885832656029,12480030.519713428,0.8775068583223944,0.0000028822888590673817,0.6981558775186164,noninteractive
420.13711520488636,11296972.516651772,0.8576616797859263,0.0000028862006090301044,0.6921243458219669,noninteractive
421.0682765213466,11347103.583530061,0.837154969746603,0.0000028902427556948203,0.6941477187106111,noninteractive
364.87429838028055,8520528.231584128,0.8733350929001746,0.0000028831111697966537,0.6953232913604735,noninteractive
252.9975747057267,4096497.4596467046,0.9990655585458448,0.0000028583280143617597,0.7045479904941985,noninteractive
412.6459999734518,10897710.162821759,0.8451097697536791,0.000002888674758280539,0.6930672459580238,noninteractive
323.2596088088836,6687793.579985438,0.9265819632493462,0.000002872615499892717,0.700017735187714,noninteractive
291.40911137944,5434833.292477111,0.8968044456006046,0.0000028784850466613885,0.693665476508014,noninteractive
232.11697526449112,3448210.573179928,1.0215755973246021,0.000002853890984823735,0.7000264754037555,noninteractive
280.32835033699666,5029374.976170365,0.9870080956000888,0.0000028607047014821057,0.7045467268771574,noninteractive
402.63255671474974,10375230.446505994,0.8967103225155487,0.0000028785035995796086,0.6970316968911435,noninteractive
404.7641103657128,10485375.042569403,0.9144271374644232,0.0000028750113785301253,0.7002436161221103,noninteractive
399.76968036201316,10228211.029551754,0.8717564713422322,0.000002883422337207372,0.6968237743058581,noninteractive
373.3419768899551,8920590.829318386,0.9492893286596253,0.0000028681395746379284,0.7013353105099335,noninteractive
231.30937471907677,3424257.717307538,0.9723796959892774,0.000002863588154585192,0.6991941501469324,noninteractive
357.26274608250344,8168746.8632583255,0.903043951250605,0.0000028772551566934573,0.6977869167895624,noninteractive
368.4502534741257,8688357.71424944,0.9000697631605704,0.000002877841408922378,0.6957810704912328,noninteractive
314.52151694779036,6331122.215880908,0.9416122224070449,0.000002869652834901229,0.6984318403367501,noninteractive
252.17574506266163,4069926.8094661445,1.0165960483550769,0.000002854872520487933,0.7052897041485189,noninteractive
256.12179640881556,4198295.974123442,1.0228007669586499,0.0000028536494875118562,0.7034238526394222,noninteractive
216.24803561077013,2992845.625953082,1.0618693219425166,0.00000284594855308988,0.7015204512236797,interactive
374.46440003829633,8974309.561346639,0.8681376690675255,0.000002884135651508736,0.6927540758942592,interactive
344.67441731362436,7603229.052831135,0.8866652273591957,0.000002880483622109071,0.6936037216693818,interactive
276.66483885296424,4898779.715682346,1.0537522962628756,0.000002847548527352717,0.7020799714276323,interactive
318.2300708432374,6481304.191289082,0.8861767712919668,0.0000028805799033291808,0.6950931856092118,interactive
342.2397453477055,7496194.770922386,0.9054072866631071,0.0000028767893116926294,0.6951624499596705,interactive
379.3907508790502,9211989.878564449,0.8316324666218033,0.0000028913313148807644,0.687330925571675,interactive
383.2796397139988,9401810.062034734,0.8744603216683667,0.0000028828893721653586,0.6921358428804393,interactive
222.8361417523298,3177980.5485481233,1.0097677665501794,0.0000028562184661062443,0.7000506917582614,interactive
244.54303650536974,3827282.989009062,0.9737455229663879,0.00000286331893183081,0.7009015540706447,interactive
357.01195785580217,8157282.435330115,0.9200165139951559,0.000002873909637701966,0.6964291778962701,interactive
379.98121027889044,9240686.090560663,0.8537914920284313,0.0000028869634747704297,0.6898349287636791,interactive
347.30891184520647,7719902.7358144885,0.8190600641521741,0.000002893809503464532,0.6828805043956432,interactive
311.2794070773758,6201271.633308331,0.8888644256425072,0.0000028800501307304494,0.6907119290430328,interactive
233.38932864644852,3486117.038466557,1.0101954876688863,0.000002856134156556341,0.7031192971411228,interactive
223.41537662855782,3194523.552901142,0.9599656829971174,0.000002866035122485737,0.69540107259122,interactive
357.02716828676233,8157977.529271302,0.8913662077621195,0.0000028795569960330146,0.6923914954984484,interactive
